;	V3 text file written for MicroBrightField products.
                        (  -12.03  -325.47     5.00     1.87)  ; 374
                        (  -12.03  -325.64     5.00     1.87)  ; 375
                        (  -11.95  -325.90     5.00     1.87)  ; 376
                        (  -11.86  -326.07     5.00     1.87)  ; 377
                        (  -11.78  -326.15     5.00     1.87)  ; 378
                        (  -11.78  -326.75     5.00     1.87)  ; 379
                        (  -11.86  -326.92     5.00     1.87)  ; 380
                        (  -11.86  -327.17     5.00     1.87)  ; 381
                        (  -11.95  -327.34     5.00     1.87)  ; 382
                        (  -11.95  -327.51     5.00     1.87)  ; 383
                        (  -12.03  -327.60     5.00     1.87)  ; 384
                        (  -12.12  -327.68     5.00     1.87)  ; 385
                        (  -12.12  -327.94     5.00     1.87)  ; 386
                        (  -12.20  -328.11     5.00     1.87)  ; 387
                        (  -12.37  -328.11     5.00     1.87)  ; 388
                        (  -12.37  -328.87     5.00     1.87)  ; 389
                        (  -12.54  -329.21     5.00     1.87)  ; 390
                        (  -12.54  -329.38     5.00     1.87)  ; 391
                        (  -12.63  -329.47     5.00     1.87)  ; 392
                        (  -12.63  -330.15     5.00     1.87)  ; 393
                        (  -12.71  -330.32     5.00     1.87)  ; 394
                        (  -12.71  -330.57     5.00     1.87)  ; 395
                        (  -12.80  -330.57     5.00     1.87)  ; 396
                        (  -12.85  -329.65     0.40     1.70)  ; 397
                        (  -12.85  -329.82    -0.20     1.70)  ; 398
                        (  -12.93  -329.99    -0.20     1.70)  ; 399
                        (  -13.02  -330.08    -0.20     1.70)  ; 400
                        (  -13.10  -330.25    -0.20     1.70)  ; 401
                        (  -13.19  -330.33    -0.70     1.70)  ; 402
                        (  -13.27  -330.42    -0.70     1.70)  ; 403
                        (  -13.36  -330.50    -0.70     1.70)  ; 404
                        (  -13.44  -330.59    -0.70     1.70)  ; 405
                        (  -13.53  -330.67    -1.10     1.70)  ; 406
                        (  -13.53  -330.84    -1.10     1.70)  ; 407
                        (  -13.61  -330.93    -1.10     1.70)  ; 408
                        (  -13.78  -330.93    -1.10     1.70)  ; 409
                        (  -13.78  -331.18    -1.50     1.70)  ; 410
                        (  -13.87  -331.27    -1.50     1.70)  ; 411
                        (  -13.87  -331.61    -1.50     1.62)  ; 412
                        (  -13.95  -331.69    -1.50     1.62)  ; 413
                        (  -13.95  -331.86    -1.70     1.62)  ; 414
                        (  -14.04  -331.95    -1.70     1.62)  ; 415
                        (  -14.04  -332.12    -1.70     1.62)  ; 416
                        (  -14.12  -332.20    -1.70     1.62)  ; 417
                        (  -14.12  -332.37    -1.70     1.62)  ; 418
                        (  -14.21  -332.46    -1.90     1.62)  ; 419
                        (  -14.21  -332.63    -1.90     1.62)  ; 420
                        (  -14.29  -332.71    -1.90     1.62)  ; 421
                        (  -14.29  -332.88    -1.90     1.62)  ; 422
                        (  -14.38  -333.05    -2.00     1.62)  ; 423
                        (  -14.38  -335.26    -2.00     1.62)  ; 424
                        (  -14.29  -335.43    -2.00     1.62)  ; 425
                        (  -14.29  -337.39    -2.00     1.53)  ; 426
                        (  -14.21  -337.56    -2.00     1.53)  ; 427
                        (  -14.21  -337.90    -2.70     1.53)  ; 428
                        (  -14.12  -337.98    -2.70     1.53)  ; 429
                        (  -14.04  -338.07    -2.70     1.53)  ; 430
                        (  -14.04  -338.41    -3.30     1.53)  ; 431
                        (  -13.95  -338.58    -3.30     1.53)  ; 432
                        (  -13.95  -338.84    -3.30     1.53)  ; 433
                        (  -13.87  -339.09    -3.30     1.53)  ; 434
                        (  -13.87  -342.83    -1.40     1.53)  ; 435
                        (  -13.95  -343.00    -1.40     1.53)  ; 436
                        (  -13.95  -343.51    -1.30     1.53)  ; 437
                        (
                          (  -13.87  -343.68    -2.00     1.53)  ; 1, R-2-2-2-1-2-2-1-1-2-2-2-1
                           Normal
                        |
                          (  -14.12  -344.53    -1.30     1.79)  ; 1, R-2-2-2-1-2-2-1-1-2-2-2-2
                          (  -14.04  -344.79    -1.30     1.79)  ; 2
                          (  -14.04  -344.96    -1.30     1.79)  ; 3
                          (  -13.87  -345.21    -1.40     1.79)  ; 4
                          (  -13.87  -345.72    -1.40     1.79)  ; 5
                          (  -13.78  -345.89    -1.60     1.79)  ; 6
                          (  -13.70  -346.06    -1.60     1.79)  ; 7
                          (  -13.61  -346.15    -1.70     1.79)  ; 8
                          (  -13.53  -346.32    -1.70     1.79)  ; 9
                          (  -13.68  -346.52    -1.70     1.79)  ; 10
                          (
                            (  -13.53  -346.49    -1.70     1.79)  ; 1, R-2-2-2-1-2-2-1-1-2-2-2-2-1
                            (  -13.36  -346.57    -1.70     1.79)  ; 2
                            (  -13.27  -346.66    -1.20     1.79)  ; 3
                            (  -13.19  -346.83    -1.20     1.79)  ; 4
                            (  -13.10  -346.91    -1.20     1.79)  ; 5
                            (  -13.10  -347.08    -1.10     1.79)  ; 6
                            (  -13.02  -347.17    -1.10     1.79)  ; 7
                            (  -13.02  -347.93    -0.60     1.79)  ; 8
                            (  -13.19  -348.10    -0.60     1.79)  ; 9
                            (  -13.19  -348.27    -0.40     1.70)  ; 10
                            (  -13.36  -348.44    -0.40     1.62)  ; 11
                            (  -13.44  -348.61    -0.30     1.62)  ; 12
                            (  -13.44  -348.87    -0.30     1.62)  ; 13
                            (
                              (  -13.53  -348.87    -0.30     1.62)  ; 1, R-2-2-2-1-2-2-1-1-2-2-2-2-1-1
                               Normal
                            |
                              (  -13.61  -349.97    -0.50     1.45)  ; 1, R-2-2-2-1-2-2-1-1-2-2-2-2-1-2
                              (  -13.61  -350.23    -0.50     1.45)  ; 2
                              (  -13.87  -350.23    -1.30     1.45)  ; 3
                              (  -13.87  -350.91    -1.30     1.45)  ; 4
                              (  -13.78  -351.08    -1.30     1.45)  ; 5
                              (  -13.70  -351.33    -1.90     1.45)  ; 6
                              (  -13.61  -351.42    -1.90     1.45)  ; 7
                              (  -13.61  -351.76    -1.90     1.45)  ; 8
                              (  -13.44  -351.93    -1.90     1.45)  ; 9
                              (  -13.36  -352.18    -1.90     1.45)  ; 10
                              (  -13.36  -352.78    -2.60     1.45)  ; 11
                              (  -13.27  -352.87    -3.10     1.45)  ; 12
                              (  -13.27  -353.63    -3.40     1.45)  ; 13
                              (  -13.19  -353.72    -3.40     1.45)  ; 14
                              (  -13.19  -353.97    -3.40     1.45)  ; 15
                              (  -13.10  -354.06    -3.70     1.45)  ; 16
                              (  -13.10  -354.23    -3.70     1.45)  ; 17
                              (  -12.93  -354.40    -3.70     1.45)  ; 18
                              (  -12.85  -354.57    -3.70     1.45)  ; 19
                              (  -12.85  -355.93    -4.10     1.45)  ; 20
                              (  -12.93  -356.01    -4.10     1.45)  ; 21
                              (  -12.93  -356.35    -4.10     1.45)  ; 22
                              (  -12.85  -356.44    -4.10     1.45)  ; 23
                              (  -12.85  -356.95    -4.30     1.45)  ; 24
                              (  -12.68  -357.29    -4.30     1.45)  ; 25
                              (  -12.59  -357.54    -4.30     1.45)  ; 26
                              (  -12.59  -357.71    -4.30     1.45)  ; 27
                              (  -12.51  -357.88    -4.30     1.45)  ; 28
                              (  -12.51  -358.73    -4.50     1.45)  ; 29
                              (  -12.42  -358.82    -4.50     1.45)  ; 30
                              (  -12.42  -359.75    -4.70     1.45)  ; 31
                              (  -12.51  -359.92    -4.70     1.45)  ; 32
                              (  -12.51  -360.43    -4.90     1.45)  ; 33
                              (  -12.68  -360.77    -4.90     1.45)  ; 34
                              (  -12.68  -361.62    -5.00     1.45)  ; 35
                              (  -12.59  -361.71    -5.00     1.45)  ; 36
                              (  -12.59  -361.96    -5.00     1.45)  ; 37
                              (  -12.42  -362.05    -5.00     1.45)  ; 38
                              (  -12.34  -362.22    -5.00     1.45)  ; 39
                              (  -12.25  -362.47    -5.10     1.45)  ; 40
                              (  -12.25  -362.73    -5.10     1.45)  ; 41
                              (  -12.17  -362.81    -5.10     1.45)  ; 42
                              (  -12.00  -363.92    -5.20     1.45)  ; 43
                              (  -12.00  -365.11    -6.00     1.45)  ; 44
                              (  -11.91  -365.28    -6.00     1.45)  ; 45
                              (  -11.91  -367.32    -6.70     1.45)  ; 46
                              (  -12.00  -367.41    -7.20     1.45)  ; 47
                              (  -12.00  -369.02    -7.30     1.45)  ; 48
                              (  -12.08  -369.11    -7.30     1.45)  ; 49
                              (  -12.17  -369.19    -7.30     1.45)  ; 50
                              (  -12.17  -370.98    -5.70     1.45)  ; 51
                              (  -12.25  -371.15    -5.70     1.45)  ; 52
                              (  -12.25  -372.08    -3.70     1.45)  ; 53
                              (  -12.08  -372.34    -3.70     1.45)  ; 54
                              (  -12.00  -372.51    -3.70     1.45)  ; 55
                              (  -11.91  -372.59    -3.70     1.45)  ; 56
                              (  -11.83  -372.76    -3.40     1.45)  ; 57
                              (  -11.83  -373.02    -3.10     1.45)  ; 58
                              (  -11.91  -373.19    -3.10     1.45)  ; 59
                              (  -12.00  -373.36    -3.10     1.45)  ; 60
                              (  -12.00  -373.53    -3.10     1.45)  ; 61
                              (  -11.95  -374.08    -3.10     1.70)  ; 62
                              (  -11.95  -375.95    -3.10     1.70)  ; 63
                              (  -11.86  -376.12    -3.10     1.70)  ; 64
                              (  -11.95  -376.29    -3.10     1.70)  ; 65
                              (  -11.86  -376.38    -3.00     1.70)  ; 66
                              (  -11.86  -376.55    -3.00     1.70)  ; 67
                              (  -11.78  -376.63    -3.00     1.70)  ; 68
                              (  -11.69  -376.89    -3.00     1.70)  ; 69
                              (  -11.61  -377.06    -3.00     1.70)  ; 70
                              (  -11.52  -377.40    -3.00     1.70)  ; 71
                              (  -11.52  -377.65    -3.00     1.70)  ; 72
                              (  -11.44  -377.74    -3.00     1.70)  ; 73
                              (  -11.35  -377.91    -2.40     1.70)  ; 74
                              (  -11.35  -378.42    -2.40     1.70)  ; 75
                              (  -11.27  -378.59    -2.40     1.70)  ; 76
                              (  -11.18  -378.67    -1.80     1.70)  ; 77
                              (  -11.10  -378.76    -1.80     1.70)  ; 78
                              (  -11.10  -379.01    -1.80     1.70)  ; 79
                              (  -11.01  -379.18    -1.40     1.70)  ; 80
                              (  -10.93  -379.27    -1.40     1.70)  ; 81
                              (  -10.76  -379.35    -1.00     1.70)  ; 82
                              (  -10.76  -381.05    -0.70     1.70)  ; 83
                              (  -10.67  -381.14    -0.70     1.70)  ; 84
                              (  -10.67  -382.25    -0.70     1.79)  ; 85
                              (  -10.59  -382.50    -0.70     1.79)  ; 86
                              (  -10.50  -382.59    -0.70     1.79)  ; 87
                              (  -10.50  -382.93    -0.70     1.79)  ; 88
                              (  -10.41  -383.10    -0.70     1.79)  ; 89
                              (  -10.33  -383.18    -0.70     1.79)  ; 90
                              (  -10.24  -383.27    -0.70     1.79)  ; 91
                              (  -10.16  -383.44    -0.70     1.79)  ; 92
                              (  -10.16  -383.78    -0.70     1.79)  ; 93
                              (  -10.07  -383.95    -0.70     1.79)  ; 94
                              (   -9.99  -384.12    -0.70     1.79)  ; 95
                              (   -9.99  -384.37    -0.70     1.79)  ; 96
                              (   -9.90  -384.46    -1.30     1.79)  ; 97
                              (   -9.82  -384.54    -1.30     1.79)  ; 98
                              (   -9.82  -384.71    -1.30     1.79)  ; 99
                              (   -9.65  -384.88    -1.30     1.79)  ; 100
                              (   -9.65  -385.05    -1.30     1.79)  ; 101
                              (   -9.56  -385.14    -1.30     1.79)  ; 102
                              (   -9.48  -385.31    -1.50     1.79)  ; 103
                              (   -9.39  -385.39    -1.50     1.79)  ; 104
                              (   -9.22  -385.56    -1.50     1.79)  ; 105
                              (   -9.22  -385.73    -1.50     1.79)  ; 106
                              (   -9.05  -385.90    -1.50     1.79)  ; 107
                              (   -8.97  -386.07    -1.50     1.79)  ; 108
                              (   -8.80  -386.16    -1.50     1.79)  ; 109
                              (   -8.80  -386.33    -1.50     1.79)  ; 110
                              (   -8.71  -386.41    -1.70     1.79)  ; 111
                              (   -8.63  -386.50    -1.70     1.79)  ; 112
                              (   -8.46  -386.75    -1.70     1.79)  ; 113
                              (   -8.37  -386.92    -1.70     1.79)  ; 114
                              (   -8.29  -387.09    -1.80     1.79)  ; 115
                              (   -8.20  -387.18    -1.80     1.79)  ; 116
                              (   -8.20  -387.52    -1.80     1.79)  ; 117
                              (   -8.12  -387.69    -1.80     1.79)  ; 118
                              (   -8.03  -387.77    -1.80     1.70)  ; 119
                              (   -7.95  -387.94    -1.80     1.70)  ; 120
                              (   -7.86  -388.11    -1.80     1.70)  ; 121
                              (   -7.86  -388.62    -1.80     1.70)  ; 122
                              (   -7.78  -388.79    -1.80     1.70)  ; 123
                              (   -7.69  -388.96    -1.80     1.70)  ; 124
                              (   -7.61  -389.05    -1.80     1.70)  ; 125
                              (   -7.61  -389.47    -1.80     1.70)  ; 126
                              (   -7.52  -389.73    -1.80     1.70)  ; 127
                              (   -7.52  -391.17    -1.70     1.70)  ; 128
                              (   -7.44  -391.34    -1.70     1.70)  ; 129
                              (   -7.35  -391.60    -1.70     1.70)  ; 130
                              (   -7.27  -391.77    -1.70     1.70)  ; 131
                              (   -7.18  -392.02    -1.70     1.70)  ; 132
                              (   -7.10  -392.19    -1.70     1.70)  ; 133
                              (   -7.01  -392.45    -1.60     1.70)  ; 134
                              (   -6.84  -392.79    -1.60     1.70)  ; 135
                              (   -6.76  -393.04    -1.60     1.70)  ; 136
                              (   -6.67  -393.13    -1.60     1.70)  ; 137
                              (   -6.67  -393.38    -1.60     1.70)  ; 138
                              (   -6.59  -393.55    -1.60     1.70)  ; 139
                              (   -6.50  -393.64    -1.30     1.70)  ; 140
                              (   -6.50  -396.11    -1.10     1.70)  ; 141
                              (   -6.42  -396.28    -1.10     1.70)  ; 142
                              (   -6.42  -396.62    -0.90     1.70)  ; 143
                              (   -6.33  -396.79    -0.90     1.70)  ; 144
                              (   -5.99  -397.13    -0.70     1.79)  ; 145
                              (   -5.99  -397.47    -0.70     1.79)  ; 146
                              (   -5.91  -397.55    -0.70     1.79)  ; 147
                              (   -5.91  -398.74    -0.50     1.87)  ; 148
                              (   -5.82  -398.91    -0.50     1.87)  ; 149
                              (   -5.82  -399.08    -0.50     1.87)  ; 150
                              (   -5.74  -399.17    -0.30     1.87)  ; 151
                              (   -5.65  -399.34    -0.30     1.96)  ; 152
                              (   -5.57  -399.51    -0.30     1.96)  ; 153
                              (   -5.40  -399.76    -0.30     1.96)  ; 154
                              (   -5.40  -400.02    -0.10     1.96)  ; 155
                              (   -5.31  -400.19    -0.10     1.96)  ; 156
                              (   -5.31  -400.70     0.00     1.96)  ; 157
                              (   -5.23  -400.87     0.00     1.96)  ; 158
                              (   -5.23  -401.12     0.00     1.96)  ; 159
                              (   -5.14  -401.29     0.00     1.96)  ; 160
                              (   -5.14  -401.97     0.10     1.96)  ; 161
                              (   -5.06  -402.06     0.20     1.96)  ; 162
                              (   -5.06  -402.14     0.20     1.96)  ; 163
                              (   -4.89  -403.42     0.20     1.96)  ; 164
                              (   -4.80  -403.67     0.20     1.96)  ; 165
                              (   -4.72  -403.84     0.20     1.96)  ; 166
                              (   -4.72  -404.01     0.20     1.96)  ; 167
                              (   -4.63  -404.18     0.20     1.96)  ; 168
                              (   -4.55  -404.35     0.20     1.96)  ; 169
                              (   -4.46  -404.52     0.20     1.96)  ; 170
                              (   -4.29  -404.78     0.20     1.96)  ; 171
                              (   -4.21  -404.95     0.20     1.96)  ; 172
                              (   -4.21  -405.12     0.20     1.96)  ; 173
                              (   -4.12  -405.37     0.40     1.96)  ; 174
                              (   -4.12  -405.71     0.40     1.96)  ; 175
                              (   -4.04  -405.88     0.40     1.96)  ; 176
                              (   -4.04  -406.14     0.40     1.96)  ; 177
                              (   -3.87  -406.56     0.40     1.96)  ; 178
                              (   -3.87  -407.16     0.40     1.96)  ; 179
                              (   -3.78  -407.50     0.40     1.96)  ; 180
                              (   -3.70  -407.67     0.70     1.96)  ; 181
                              (   -3.70  -408.01     0.70     1.96)  ; 182
                              (   -3.61  -408.26     0.70     1.96)  ; 183
                              (   -3.19  -408.86     0.70     1.96)  ; 184
                              (   -2.93  -409.11     0.70     1.96)  ; 185
                              (   -2.85  -409.28     0.70     1.96)  ; 186
                              (   -2.76  -409.37     0.70     1.96)  ; 187
                              (   -2.68  -409.46     0.90     1.96)  ; 188
                              (   -2.51  -409.54     0.90     1.96)  ; 189
                              (   -2.34  -409.71     0.90     1.96)  ; 190
                              (   -2.08  -409.97     0.90     1.96)  ; 191
                              (   -1.91  -410.14     0.90     1.96)  ; 192
                              (   -1.74  -410.31     0.90     1.96)  ; 193
                              (   -1.66  -410.39     0.90     1.96)  ; 194
                              (   -1.57  -410.56     0.90     1.96)  ; 195
                              (   -1.32  -410.82     0.90     1.96)  ; 196
                              (   -1.06  -411.07     1.30     1.96)  ; 197
                              (   -0.89  -411.24     1.30     1.96)  ; 198
                              (   -0.64  -411.50     1.30     1.96)  ; 199
                              (   -0.38  -411.84     1.30     1.96)  ; 200
                              (   -0.21  -411.92     1.50     1.96)  ; 201
                              (   -0.13  -412.01     1.50     1.96)  ; 202
                              (   -0.13  -412.18     1.50     1.96)  ; 203
                              (    0.04  -412.43     1.50     1.96)  ; 204
                              (    0.04  -413.62     1.60     1.96)  ; 205
                              (    0.13  -413.79     1.60     1.96)  ; 206
                              (    0.13  -414.22     1.60     1.96)  ; 207
                              (    0.30  -414.47     1.60     1.96)  ; 208
                              (    0.47  -414.73     1.80     1.96)  ; 209
                              (    0.47  -414.90     1.80     1.96)  ; 210
                              (    0.72  -415.24     1.80     1.96)  ; 211
                              (    0.81  -415.32     1.90     1.96)  ; 212
                              (    2.04  -416.73     2.10     1.96)  ; 213
                              (    2.04  -417.41     2.10     1.96)  ; 214
                              (    2.21  -417.67     2.10     1.96)  ; 215
                              (    2.21  -417.92     2.30     1.96)  ; 216
                              (    2.39  -418.09     2.30     1.96)  ; 217
                              (    2.47  -418.52     2.30     1.96)  ; 218
                              (    2.56  -418.69     2.30     1.96)  ; 219
                              (    2.64  -419.11     2.30     1.96)  ; 220
                              (    2.73  -419.28     2.30     1.96)  ; 221
                              (    2.81  -419.54     2.30     1.96)  ; 222
                              (    2.90  -419.71     2.60     1.96)  ; 223
                              (    2.90  -419.96     2.60     1.96)  ; 224
                              (    2.98  -420.47     2.60     1.96)  ; 225
                              (    3.07  -420.90     2.60     1.96)  ; 226
                              (    3.07  -421.24     2.60     1.96)  ; 227
                              (    3.15  -421.49     2.60     1.96)  ; 228
                              (    3.24  -421.66     2.60     1.96)  ; 229
                              (    3.24  -422.34     2.90     1.96)  ; 230
                              (    3.32  -422.51     2.90     1.96)  ; 231
                              (    3.41  -422.60     2.90     1.96)  ; 232
                              (    3.41  -423.71     3.10     1.96)  ; 233
                              (    3.49  -423.96     3.10     1.96)  ; 234
                              (    3.49  -424.39     3.10     1.96)  ; 235
                              (    3.58  -424.98     3.10     1.96)  ; 236
                              (    3.58  -430.85     3.50     1.87)  ; 237
                              (    3.66  -431.02     3.50     1.87)  ; 238
                              (    3.66  -431.10     3.50     1.87)  ; 239
                              (    3.15  -433.14     3.50     1.70)  ; 240
                              (    3.15  -433.40     3.70     1.70)  ; 241
                              (    3.07  -433.65     3.70     1.70)  ; 242
                              (    3.07  -434.59     4.00     1.70)  ; 243
                              (    3.15  -434.76     4.00     1.70)  ; 244
                              (    3.15  -438.50     4.20     1.62)  ; 245
                              (    3.07  -438.67     4.20     1.62)  ; 246
                              (    3.07  -440.71     2.10     1.45)  ; 247
                              (    3.15  -440.71     2.10     1.45)  ; 248
                              (    2.90  -441.39     2.10     1.36)  ; 249
                              (    2.81  -441.65     2.10     1.36)  ; 250
                              (    2.73  -441.90     2.10     1.36)  ; 251
                              (    2.73  -442.16     2.10     1.36)  ; 252
                              (    2.64  -442.33     2.10     1.36)  ; 253
                              (    2.64  -442.58     2.10     1.36)  ; 254
                              (    2.56  -442.75     2.10     1.36)  ; 255
                              (    2.56  -442.92     2.10     1.36)  ; 256
                              (    2.39  -443.09     2.10     1.36)  ; 257
                              (    2.30  -443.18     2.10     1.36)  ; 258
                              (    2.21  -443.26     2.10     1.36)  ; 259
                              (    2.21  -443.60     2.10     1.36)  ; 260
                              (    2.04  -443.77     2.10     1.36)  ; 261
                              (    2.04  -445.13     2.10     1.36)  ; 262
                              (    1.87  -445.39     2.10     1.36)  ; 263
                              (    1.87  -446.41     2.10     1.36)  ; 264
                              (    1.79  -446.66     2.10     1.36)  ; 265
                              (    1.70  -446.83     2.10     1.36)  ; 266
                              (    1.70  -447.09     2.10     1.36)  ; 267
                              (    1.53  -447.51     2.10     1.36)  ; 268
                              (    1.45  -447.77     2.10     1.36)  ; 269
                              (    1.45  -448.70     2.10     1.36)  ; 270
                              (    1.28  -448.96     2.10     1.36)  ; 271
                              (    1.11  -449.21     2.10     1.36)  ; 272
                              (    1.11  -449.98     2.10     1.36)  ; 273
                              (    1.02  -450.15     2.10     1.36)  ; 274
                              (    0.94  -450.32     2.10     1.36)  ; 275
                              (    0.94  -450.74     2.10     1.36)  ; 276
                              (    0.85  -451.00     2.10     1.36)  ; 277
                              (    0.85  -451.60     2.10     1.36)  ; 278
                              (    0.68  -451.85     2.10     1.36)  ; 279
                              (    0.68  -452.36     2.10     1.36)  ; 280
                              (    0.51  -452.53     2.10     1.36)  ; 281
                              (    0.43  -452.70     2.10     1.36)  ; 282
                              (    0.43  -452.87     2.10     1.36)  ; 283
                              (    0.34  -453.13     2.10     1.36)  ; 284
                              (    0.17  -453.30     2.10     1.36)  ; 285
                              (    0.09  -453.47     2.10     1.36)  ; 286
                              (    0.09  -453.72     2.10     1.36)  ; 287
                              (   -0.08  -453.81     2.10     1.36)  ; 288
                              (   -0.17  -454.06     2.10     1.36)  ; 289
                              (   -0.25  -454.32     2.10     1.36)  ; 290
                              (   -0.42  -454.40     2.10     1.45)  ; 291
                              (   -0.42  -454.83     2.10     1.45)  ; 292
                              (   -0.51  -455.08     2.10     1.45)  ; 293
                              (   -0.68  -455.25     2.10     1.45)  ; 294
                              (   -0.68  -455.51     2.10     1.45)  ; 295
                              (   -0.85  -455.68     2.10     1.45)  ; 296
                              (   -0.93  -455.93     2.10     1.45)  ; 297
                              (   -0.93  -456.10     2.10     1.45)  ; 298
                              (   -1.02  -456.27     2.10     1.45)  ; 299
                              (   -1.02  -456.44     2.10     1.45)  ; 300
                              (   -1.10  -456.70     2.10     1.45)  ; 301
                              (   -1.19  -456.78     2.10     1.53)  ; 302
                              (   -1.19  -458.14     2.10     1.53)  ; 303
                              (   -1.36  -458.23     2.10     1.53)  ; 304
                              (   -1.36  -458.40     2.10     1.53)  ; 305
                              (   -1.44  -458.48     2.10     1.53)  ; 306
                              (   -1.44  -458.57     2.10     1.53)  ; 307
                              (   -1.28  -457.40     2.10     1.53)  ; 308
                              (   -1.28  -457.82     2.00     1.53)  ; 309
                              (   -1.36  -457.91     2.00     1.53)  ; 310
                              (   -1.36  -458.59     1.50     1.53)  ; 311
                              (   -1.45  -458.67     1.50     1.53)  ; 312
                              (   -1.53  -458.76     1.50     1.53)  ; 313
                              (   -1.62  -458.93     1.50     1.53)  ; 314
                              (   -1.62  -459.18     1.30     1.53)  ; 315
                              (   -1.70  -459.35     1.30     1.53)  ; 316
                              (   -1.70  -461.31     0.90     1.53)  ; 317
                              (   -1.79  -461.39     1.60     1.53)  ; 318
                              (   -1.79  -461.99     1.60     1.53)  ; 319
                              (   -1.87  -462.16     1.60     1.53)  ; 320
                              (   -1.87  -462.58     2.50     1.53)  ; 321
                              (   -1.79  -462.67     3.10     1.53)  ; 322
                              (   -1.79  -462.92     3.10     1.53)  ; 323
                              (   -1.87  -463.09     3.30     1.53)  ; 324
                              (   -1.87  -463.18     3.30     1.53)  ; 325
                              (
                                (   -1.96  -463.18     3.50     1.53)  ; 1, R-2-2-2-1-2-2-1-1-2-2-2-2-1-2-1
                                 Normal
                              |
                                (   -1.87  -464.96     4.80     1.79)  ; 1, R-2-2-2-1-2-2-1-1-2-2-2-2-1-2-2
                                (   -1.87  -465.13     4.80     1.79)  ; 2
                                (   -1.96  -465.30     4.80     1.79)  ; 3
                                (   -2.04  -465.47     4.80     1.79)  ; 4
                                (   -2.04  -465.73     4.80     1.79)  ; 5
                                (   -2.13  -465.81     4.80     1.79)  ; 6
                                (   -2.13  -466.50     4.80     1.79)  ; 7
                                (   -2.30  -466.58     4.80     1.79)  ; 8
                                (   -2.30  -467.01     4.40     1.87)  ; 9
                                (   -2.38  -467.09     4.40     2.04)  ; 10
                                (   -2.38  -468.62     4.00     2.04)  ; 11
                                (
                                  (   -2.04  -468.54     4.00     2.04)  ; 1, R-2-2-2-1-2-2-1-1-2-2-2-2-1-2-2-1
                                   Normal
                                |
                                  (   -2.30  -470.07     4.00     1.96)  ; 1, R-2-2-2-1-2-2-1-1-2-2-2-2-1-2-2-2
                                  (   -2.47  -470.49     4.00     1.96)  ; 2
                                  (   -2.64  -470.66     4.00     1.96)  ; 3
                                  (   -2.72  -470.92     4.00     1.96)  ; 4
                                  (   -2.89  -471.00     4.00     1.96)  ; 5
                                  (   -2.98  -471.17     3.40     1.96)  ; 6
                                  (   -2.98  -471.43     3.40     1.96)  ; 7
                                  (   -3.06  -471.60     3.40     1.96)  ; 8
                                  (   -3.06  -471.85     3.40     1.96)  ; 9
                                  (   -3.15  -472.02     2.90     1.96)  ; 10
                                  (   -3.15  -472.79     2.90     1.96)  ; 11
                                  (   -3.06  -472.87     2.90     1.96)  ; 12
                                  (   -2.98  -472.96     2.50     1.96)  ; 13
                                  (   -2.98  -473.21     2.50     1.87)  ; 14
                                  (   -2.89  -473.30     2.20     1.87)  ; 15
                                  (   -2.89  -474.06     2.20     1.87)  ; 16
                                  (   -2.72  -474.23     2.20     1.87)  ; 17
                                  (   -2.64  -474.49     2.20     1.87)  ; 18
                                  (   -2.64  -475.34     2.20     1.87)  ; 19
                                  (   -2.55  -475.42     2.20     1.87)  ; 20
                                  (   -2.55  -475.68     2.20     1.87)  ; 21
                                  (   -2.47  -475.85     2.20     1.87)  ; 22
                                  (   -2.47  -476.10     2.20     1.87)  ; 23
                                  (   -2.38  -476.19     2.20     1.87)  ; 24
                                  (   -2.38  -476.87     2.20     1.87)  ; 25
                                  (   -2.13  -477.46     2.20     1.87)  ; 26
                                  (   -2.04  -477.80     2.20     1.87)  ; 27
                                  (   -2.04  -478.06     2.20     1.87)  ; 28
                                  (   -1.96  -478.23     2.20     1.87)  ; 29
                                  (   -1.96  -478.65     2.20     1.87)  ; 30
                                  (   -1.87  -478.91     2.20     1.87)  ; 31
                                  (   -1.87  -479.16     2.20     1.87)  ; 32
                                  (   -1.79  -479.33     2.20     1.87)  ; 33
                                  (   -1.70  -479.59     2.20     1.87)  ; 34
                                  (   -1.70  -480.10     2.20     1.87)  ; 35
                                  (   -1.62  -480.27     2.20     1.87)  ; 36
                                  (   -1.53  -480.44     2.20     1.87)  ; 37
                                  (   -1.53  -480.70     2.20     1.87)  ; 38
                                  (   -1.36  -481.55     2.20     1.87)  ; 39
                                  (   -1.36  -482.14     2.20     1.87)  ; 40
                                  (   -1.45  -482.31     2.20     1.87)  ; 41
                                  (   -1.45  -482.91     2.20     1.87)  ; 42
                                  (   -1.36  -483.08     2.20     1.87)  ; 43
                                  (   -1.36  -484.01     2.20     1.87)  ; 44
                                  (   -1.45  -484.27     2.20     1.87)  ; 45
                                  (   -1.45  -485.12     2.20     1.87)  ; 46
                                  (   -1.53  -485.71     2.20     1.87)  ; 47
                                  (   -1.53  -487.84     2.20     1.87)  ; 48
                                  (   -1.36  -488.09     2.20     1.87)  ; 49
                                  (   -1.19  -488.26     2.20     1.87)  ; 50
                                  (   -1.11  -488.35     2.20     1.87)  ; 51
                                  (   -1.11  -488.52     2.20     1.87)  ; 52
                                  (   -0.94  -488.77     2.20     1.87)  ; 53
